Date,High,Low,Open,Close,Volume,Adj Close
2021-04-01,16.709999084472656,16.530000686645508,16.670000076293945,16.690000534057617,6155901,16.690000534057617
2021-04-02,17.059999465942383,16.700000762939453,16.790000915527344,17.049999237060547,12205555,17.049999237060547
2021-04-06,17.170000076293945,16.920000076293945,17.049999237060547,17.030000686645508,7415971,17.030000686645508
2021-04-07,17.25,17.0,17.030000686645508,17.059999465942383,6519568,17.059999465942383
2021-04-08,17.06999969482422,16.829999923706055,16.979999542236328,16.8700008392334,7293366,16.8700008392334
2021-04-09,17.06999969482422,16.799999237060547,16.90999984741211,16.959999084472656,5797438,16.959999084472656
2021-04-12,17.229999542236328,16.8799991607666,16.950000762939453,16.959999084472656,9513727,16.959999084472656
2021-04-13,17.040000915527344,16.780000686645508,16.93000030517578,16.829999923706055,5604449,16.829999923706055
2021-04-14,17.06999969482422,16.729999542236328,16.760000228881836,17.020000457763672,6430659,17.020000457763672
2021-04-15,17.34000015258789,16.8799991607666,17.020000457763672,17.280000686645508,13148611,17.280000686645508
2021-04-16,17.8799991607666,17.239999771118164,17.299999237060547,17.81999969482422,21469648,17.81999969482422
2021-04-19,17.93000030517578,17.549999237060547,17.829999923706055,17.770000457763672,14464377,17.770000457763672
2021-04-20,18.190000534057617,17.709999084472656,17.799999237060547,17.760000228881836,16219087,17.760000228881836
2021-04-21,17.989999771118164,17.600000381469727,17.639999389648438,17.899999618530273,10486647,17.899999618530273
2021-04-22,18.450000762939453,17.920000076293945,18.0,18.06999969482422,18950410,18.06999969482422
2021-04-23,18.25,17.809999465942383,18.049999237060547,17.979999542236328,10641810,17.979999542236328
2021-04-26,18.0,17.6299991607666,17.93000030517578,17.68000030517578,10823705,17.68000030517578
2021-04-27,17.790000915527344,17.420000076293945,17.6200008392334,17.649999618530273,7996984,17.649999618530273
2021-04-28,17.809999465942383,17.520000457763672,17.649999618530273,17.649999618530273,6288644,17.649999618530273
2021-04-29,17.84000015258789,17.579999923706055,17.649999618530273,17.790000915527344,7765806,17.790000915527344
2021-04-30,18.219999313354492,17.799999237060547,17.8799991607666,18.170000076293945,19714397,18.170000076293945
2021-05-06,18.229999542236328,17.579999923706055,18.18000030517578,17.6200008392334,14241981,17.6200008392334
2021-05-07,17.68000030517578,16.780000686645508,17.68000030517578,16.84000015258789,21216583,16.84000015258789
2021-05-10,16.8799991607666,16.549999237060547,16.780000686645508,16.6200008392334,9927120,16.6200008392334
2021-05-11,18.06999969482422,16.610000610351562,16.700000762939453,18.030000686645508,31919139,18.030000686645508
2021-05-12,18.079999923706055,17.559999465942383,17.700000762939453,17.8799991607666,16675546,17.8799991607666
2021-05-13,18.059999465942383,17.690000534057617,17.81999969482422,17.969999313354492,12987689,17.969999313354492
2021-05-14,18.25,17.93000030517578,18.030000686645508,17.969999313354492,12598751,17.969999313354492
2021-05-17,19.260000228881836,18.020000457763672,18.100000381469727,18.59000015258789,36218915,18.59000015258789
2021-05-18,19.010000228881836,18.479999542236328,18.549999237060547,18.75,15860876,18.75
2021-05-19,18.920000076293945,18.399999618530273,18.809999465942383,18.43000030517578,11412195,18.43000030517578
