Date,High,Low,Open,Close,Volume,Adj Close
2021-01-04,2004.989990234375,1983.81005859375,1990.0999755859375,1997.0,4351400,1997.0
2021-01-05,2059.449951171875,1982.4599609375,1990.0,2059.449951171875,5211605,2059.449951171875
2021-01-06,2125.0,2036.030029296875,2064.800048828125,2100.0,4741020,2100.0
2021-01-07,2140.0,2075.0,2097.0,2140.0,3793139,2140.0
2021-01-08,2150.8798828125,2063.02001953125,2140.0,2090.0,5386164,2090.0
2021-01-11,2150.5,2058.60009765625,2090.0,2099.72998046875,5107990,2099.72998046875
2021-01-12,2160.89990234375,2085.0,2088.0,2160.89990234375,4105859,2160.89990234375
2021-01-13,2173.330078125,2135.0,2164.0,2164.0,3438993,2164.0
2021-01-14,2163.0,2116.110107421875,2156.0,2134.0,3615220,2134.0
2021-01-15,2134.35009765625,2029.0,2115.0,2082.0,5950939,2082.0
2021-01-18,2091.47998046875,2040.27001953125,2061.06005859375,2063.0,3914404,2063.0
2021-01-19,2096.300048828125,2006.8499755859375,2073.110107421875,2009.4100341796875,4634519,2009.4100341796875
2021-01-20,2055.489990234375,1982.5,2008.0,2040.6300048828125,4508242,2040.6300048828125
2021-01-21,2090.02001953125,2041.0,2048.0,2070.0,3831017,2070.0
2021-01-22,2100.0,2060.10009765625,2069.0,2079.949951171875,2924761,2079.949951171875
2021-01-25,2179.5,2083.0,2083.0,2175.0,5595716,2175.0
2021-01-26,2187.0,2125.110107421875,2185.0,2141.889892578125,3174746,2141.889892578125
2021-01-27,2141.889892578125,2085.0,2141.889892578125,2089.0,3712017,2089.0
2021-01-28,2109.659912109375,2060.02001953125,2080.0,2088.0,3512864,2088.0
2021-01-29,2149.47998046875,2090.219970703125,2101.18994140625,2116.179931640625,3370133,2116.179931640625
2021-02-01,2160.0,2095.0,2135.0,2109.320068359375,2934059,2109.320068359375
2021-02-02,2149.989990234375,2102.10009765625,2112.219970703125,2145.0,3458225,2145.0
2021-02-03,2198.27001953125,2140.0,2150.0,2189.909912109375,3871415,2189.909912109375
2021-02-04,2330.0,2191.0,2191.0,2320.85009765625,6385101,2320.85009765625
2021-02-05,2364.60009765625,2291.0,2325.0,2313.0,3972906,2313.0
2021-02-08,2378.8798828125,2313.0,2337.0,2368.800048828125,3578573,2368.800048828125
2021-02-09,2456.429931640625,2350.0,2368.800048828125,2456.429931640625,3329655,2456.429931640625
2021-02-10,2601.199951171875,2485.0,2485.0,2601.0,6137057,2601.0
2021-02-18,2627.8798828125,2465.0,2587.97998046875,2471.0,6591232,2471.0
2021-02-19,2496.659912109375,2381.60009765625,2451.159912109375,2460.0,5938546,2460.0
2021-02-22,2455.0,2278.219970703125,2455.0,2288.02001953125,7893547,2288.02001953125
2021-02-23,2344.889892578125,2265.0,2288.02001953125,2307.0,5745460,2307.0
2021-02-24,2310.0,2160.5,2307.989990234375,2189.0,8211578,2189.0
2021-02-25,2224.5,2121.2099609375,2209.0,2150.0,5972643,2150.0
2021-02-26,2179.949951171875,2067.300048828125,2100.0,2122.780029296875,6652506,2122.780029296875
2021-03-01,2177.639892578125,2120.0,2160.0,2158.0,4491626,2158.0
2021-03-02,2180.0,2033.0,2180.0,2058.0,7076450,2058.0
2021-03-03,2149.77001953125,2033.0,2040.0,2140.0,5421546,2140.0
2021-03-04,2096.0,2010.0999755859375,2095.0,2033.0,6508829,2033.0
2021-03-05,2095.0,1988.0,2000.0,2060.110107421875,6377920,2060.110107421875
2021-03-08,2085.0,1960.0,2074.9599609375,1960.0,6309959,1960.0
2021-03-09,2000.0,1900.1800537109375,1955.0,1936.989990234375,8226581,1936.989990234375
2021-03-10,1999.8699951171875,1967.0,1977.0,1970.010009765625,5117174,1970.010009765625
2021-03-11,2079.989990234375,1961.47998046875,1976.989990234375,2048.0,5676897,2048.0
2021-03-12,2077.0,2002.010009765625,2070.0,2026.0,4032251,2026.0
2021-03-15,2069.800048828125,1951.1500244140625,2050.0,1975.449951171875,6248487,1975.449951171875
2021-03-16,2019.989990234375,1965.0,1972.800048828125,2010.5,3464850,2010.5
2021-03-17,2050.0,1976.010009765625,2000.0,2030.3599853515625,3137491,2030.3599853515625
2021-03-18,2086.360107421875,2039.0,2043.6099853515625,2069.699951171875,3386488,2069.699951171875
2021-03-19,2036.050048828125,1992.22998046875,2035.0,2010.0,3578077,2010.0
2021-03-22,2026.0899658203125,1955.550048828125,2000.0999755859375,1989.989990234375,3691407,1989.989990234375
2021-03-23,2008.800048828125,1970.0,1998.8800048828125,1996.0,2744619,1996.0
2021-03-24,2013.0,1981.0,1981.0,1989.0,2935739,1989.0
2021-03-25,1988.8800048828125,1946.800048828125,1970.010009765625,1971.0,3157523,1971.0
