Date,High,Low,Open,Close,Volume,Adj Close
2021-05-06,18.229999542236328,17.579999923706055,18.18000030517578,17.6200008392334,14241981,17.6200008392334
2021-05-07,17.68000030517578,16.780000686645508,17.68000030517578,16.84000015258789,21216583,16.84000015258789
2021-05-10,16.8799991607666,16.549999237060547,16.780000686645508,16.6200008392334,9927120,16.6200008392334
2021-05-11,18.06999969482422,16.610000610351562,16.700000762939453,18.030000686645508,31919139,18.030000686645508
2021-05-12,18.079999923706055,17.559999465942383,17.700000762939453,17.8799991607666,16675546,17.8799991607666
2021-05-13,18.059999465942383,17.690000534057617,17.81999969482422,17.969999313354492,12987689,17.969999313354492
2021-05-14,18.25,17.93000030517578,18.030000686645508,17.969999313354492,12598751,17.969999313354492
2021-05-17,19.260000228881836,18.020000457763672,18.100000381469727,18.59000015258789,36218915,18.59000015258789
2021-05-18,19.010000228881836,18.479999542236328,18.549999237060547,18.75,15860876,18.75
2021-05-19,18.920000076293945,18.399999618530273,18.809999465942383,18.43000030517578,11412195,18.43000030517578
