Date,High,Low,Open,Close,Volume,Adj Close
2021-02-01,17.670000076293945,17.110000610351562,17.489999771118164,17.610000610351562,11805308,17.610000610351562
2021-02-02,17.8799991607666,17.479999542236328,17.65999984741211,17.549999237060547,12532227,17.549999237060547
2021-02-03,17.399999618530273,16.809999465942383,17.399999618530273,16.8700008392334,14720876,16.8700008392334
2021-02-04,16.8700008392334,16.299999237060547,16.790000915527344,16.31999969482422,10910356,16.31999969482422
2021-02-05,16.440000534057617,16.0,16.270000457763672,16.09000015258789,8374842,16.09000015258789
2021-02-08,16.34000015258789,16.06999969482422,16.1299991607666,16.149999618530273,7523394,16.149999618530273
2021-02-09,16.34000015258789,16.059999465942383,16.149999618530273,16.270000457763672,6836077,16.270000457763672
2021-02-10,16.40999984741211,16.190000534057617,16.299999237060547,16.399999618530273,6640344,16.399999618530273
2021-02-18,16.799999237060547,16.440000534057617,16.549999237060547,16.799999237060547,16532888,16.799999237060547
2021-02-19,17.559999465942383,16.600000381469727,16.68000030517578,17.3799991607666,17823110,17.3799991607666
2021-02-22,17.469999313354492,17.049999237060547,17.440000534057617,17.06999969482422,16328104,17.06999969482422
2021-02-23,17.290000915527344,16.84000015258789,17.09000015258789,17.010000228881836,10065241,17.010000228881836
2021-02-24,17.290000915527344,16.81999969482422,17.010000228881836,16.920000076293945,9064354,16.920000076293945
2021-02-25,17.610000610351562,16.920000076293945,17.010000228881836,17.34000015258789,20091591,17.34000015258789
2021-02-26,17.329999923706055,16.8799991607666,17.079999923706055,16.989999771118164,13684813,16.989999771118164
2021-03-01,17.34000015258789,17.0,17.09000015258789,17.270000457763672,9402923,17.270000457763672
2021-03-02,17.649999618530273,17.149999618530273,17.270000457763672,17.34000015258789,12653556,17.34000015258789
2021-03-03,17.40999984741211,17.1200008392334,17.290000915527344,17.360000610351562,9527765,17.360000610351562
2021-03-04,17.559999465942383,16.989999771118164,17.350000381469727,17.100000381469727,11471226,17.100000381469727
2021-03-05,17.190000534057617,16.920000076293945,16.979999542236328,17.190000534057617,10187851,17.190000534057617
2021-03-08,17.399999618530273,16.979999542236328,17.350000381469727,17.0,10345888,17.0
2021-03-09,17.06999969482422,16.399999618530273,16.950000762939453,16.530000686645508,11118038,16.530000686645508
2021-03-10,16.790000915527344,16.299999237060547,16.68000030517578,16.31999969482422,7333528,16.31999969482422
2021-03-11,16.579999923706055,16.270000457763672,16.3700008392334,16.520000457763672,5998180,16.520000457763672
2021-03-12,17.1200008392334,16.219999313354492,16.469999313354492,16.719999313354492,11633829,16.719999313354492
2021-03-15,16.65999984741211,16.280000686645508,16.639999389648438,16.3799991607666,7007726,16.3799991607666
2021-03-16,16.579999923706055,16.280000686645508,16.3799991607666,16.540000915527344,5827594,16.540000915527344
2021-03-17,16.940000534057617,16.459999084472656,16.530000686645508,16.610000610351562,6708170,16.610000610351562
2021-03-18,16.68000030517578,16.469999313354492,16.559999465942383,16.6200008392334,4842288,16.6200008392334
2021-03-19,16.510000228881836,16.3700008392334,16.459999084472656,16.399999618530273,4881826,16.399999618530273
2021-03-22,16.559999465942383,16.350000381469727,16.43000030517578,16.5,3824885,16.5
2021-03-23,16.719999313354492,16.5,16.5,16.600000381469727,5488223,16.600000381469727
2021-03-24,16.579999923706055,16.270000457763672,16.450000762939453,16.399999618530273,6155080,16.399999618530273
2021-03-25,16.520000457763672,16.329999923706055,16.34000015258789,16.440000534057617,3661098,16.440000534057617
2021-03-26,16.649999618530273,16.43000030517578,16.489999771118164,16.450000762939453,6270873,16.450000762939453
